"InventoryId","ControlType","ControlName","Label","Event","OldHandler","Classification","CurrentMapping","Evidence"
"215","Button","OpenTransactionBackupButton","📦  OPEN BACKUP","Click","OpenTransactionBackup_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"216","Button","OpenTransactionReportButton","📄  OPEN REPORT","Click","OpenTransactionReport_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"217","Button","","↻  SCAN ACTIVE WORLD","Click","PlayerRecoveryRefresh_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"218","Button","","📂  OPEN WORLD","Click","PlayerRecoveryOpenFolder_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"219","DataGrid","PlayerRecoveryGrid","","SelectionChanged","PlayerRecoverySelection_Changed","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"220","Button","","👁  PREVIEW MAPPING","Click","PlayerRecoveryPreview_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"221","Button","","▣  SAFETY BACKUP","Click","PlayerRecoveryBackup_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"222","Button","","⇧  EXPORT PLAYER","Click","PlayerRecoveryExport_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"223","Button","","✓  SAVE PLAN","Click","PlayerRecoverySavePlan_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"224","Button","","↻  SCAN ACTIVE WORLD","Click","GuildBaseRecoveryRefresh_Click","BACKEND REQUIRED","Unsafe or codec-dependent mutation remains a visible disabled BACKEND REQUIRED capability.","MainWindow.axaml capability-truth controls; GUI restoration roadmap"
"225","Button","","📂  OPEN GUILD MANAGER","Click","GuildBaseRecoveryOpenGuilds_Click","BACKEND REQUIRED","Unsafe or codec-dependent mutation remains a visible disabled BACKEND REQUIRED capability.","MainWindow.axaml capability-truth controls; GUI restoration roadmap"
"226","Button","","ℹ  SELECT RECOMMENDED","Click","GuildBaseRecoverySelectRecommended_Click","BACKEND REQUIRED","Unsafe or codec-dependent mutation remains a visible disabled BACKEND REQUIRED capability.","MainWindow.axaml capability-truth controls; GUI restoration roadmap"
"227","Button","","👁  PREPARE PREVIEW","Click","GuildBaseRecoveryPrepare_Click","BACKEND REQUIRED","Unsafe or codec-dependent mutation remains a visible disabled BACKEND REQUIRED capability.","MainWindow.axaml capability-truth controls; GUI restoration roadmap"
"228","Button","","▣  SAFETY BACKUP","Click","GuildBaseRecoveryBackup_Click","BACKEND REQUIRED","Unsafe or codec-dependent mutation remains a visible disabled BACKEND REQUIRED capability.","MainWindow.axaml capability-truth controls; GUI restoration roadmap"
"229","Button","","✓  SAVE PLAN","Click","GuildBaseRecoverySavePlan_Click","BACKEND REQUIRED","Unsafe or codec-dependent mutation remains a visible disabled BACKEND REQUIRED capability.","MainWindow.axaml capability-truth controls; GUI restoration roadmap"
"230","Button","","⇧  EXPORT REPORT","Click","GuildBaseRecoveryExport_Click","BACKEND REQUIRED","Unsafe or codec-dependent mutation remains a visible disabled BACKEND REQUIRED capability.","MainWindow.axaml capability-truth controls; GUI restoration roadmap"
"231","Button","","↻  SCAN ACTIVE WORLD","Click","BaseManagerRefresh_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"232","Button","","📂  OPEN RECOVERY","Click","BaseManagerOpenRecovery_Click","BACKEND REQUIRED","Unsafe or codec-dependent mutation remains a visible disabled BACKEND REQUIRED capability.","MainWindow.axaml capability-truth controls; GUI restoration roadmap"
"233","TextBox","BaseManagerSearchBox","","TextChanged","BaseManagerSearch_TextChanged","Intentionally obsolete","WPF presentation event replaced by Avalonia binding, commands, layout, or the single aggregate refresh timer.","MainWindow.axaml; MainWindowViewModel.cs"
"234","ComboBox","BaseManagerStatusFilter","","SelectionChanged","BaseManagerFilter_Changed","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"235","DataGrid","BaseManagerGrid","","SelectionChanged","BaseManagerSelection_Changed","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"236","Button","","⇧  EXPORT CSV","Click","BaseManagerExport_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"237","Button","","▣  SAFETY BACKUP","Click","BaseManagerBackup_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"238","Button","","👁  PREVIEW","Click","BaseManagerOwnershipPreview_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"239","Button","BaseManagerApplyOwnershipButton","✓  APPLY","Click","BaseManagerOwnershipApply_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"240","Button","","✓  SAVE OWNERSHIP PLAN","Click","BaseManagerPlan_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"241","Button","","↻  REFRESH","Click","AuditRefresh_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"242","Button","","⇧  EXPORT","Click","AuditExport_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"243","Button","","✖  CLEAR","Click","AuditClear_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"244","TextBox","AuditSearchBox","","TextChanged","AuditFilter_Changed","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"245","ComboBox","AuditSeverityFilter","","SelectionChanged","AuditFilter_Changed","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"246","ComboBox","AuditCategoryFilter","","SelectionChanged","AuditFilter_Changed","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"247","Button","","↻  REFRESH","Click","NotificationRefresh_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"248","Button","","ℹ  MARK ALL READ","Click","NotificationMarkAllRead_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"249","Button","","ℹ  DISMISS READ","Click","NotificationDismissRead_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"250","Button","","⇧  EXPORT","Click","NotificationExport_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"251","Button","","✓  RUN SELF-TEST","Click","NotificationRunSelfTest_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"252","Button","","✖  CLEAR TESTS","Click","NotificationClearTests_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"253","TextBox","NotificationSearchBox","","TextChanged","NotificationFilter_Changed","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"254","ComboBox","NotificationSeverityFilter","","SelectionChanged","NotificationFilter_Changed","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"255","ComboBox","NotificationStateFilter","","SelectionChanged","NotificationFilter_Changed","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"256","DataGrid","NotificationGrid","","SelectionChanged","NotificationSelection_Changed","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"257","Button","","ℹ  MARK READ","Click","NotificationMarkRead_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"258","Button","","ℹ  PIN / UNPIN","Click","NotificationPin_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"259","Button","","📂  OPEN RELATED","Click","NotificationOpenRelated_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"260","Button","","ℹ  DISMISS","Click","NotificationDismiss_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"261","Button","","✓  RUN ALL TESTS","Click","SaveToolsRunAll_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"262","Button","","ℹ  COPY DIAGNOSTICS","Click","SaveToolsCopyDiagnostics_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"263","Button","","🐍  TEST PYTHON","Click","SaveToolsTestPython_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"264","Button","","⚙  TEST CONVERTER","Click","SaveToolsTestConverter_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"265","Button","","◎  TEST ACTIVE WORLD","Click","SaveToolsTestWorld_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"266","Button","","📂  OPEN TOOLS FOLDER","Click","SaveToolsOpenFolder_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"267","Button","","🛠  INSTALL / REPAIR","Click","SaveToolsRepair_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"268","Button","","↻  REFRESH","Click","WorkspaceRefresh_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"269","Button","","✓  VALIDATE ALL","Click","WorkspaceValidate_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"270","Button","","📂  OPEN","Click","WorkspaceOpenExecutable_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"271","Button","","📂  OPEN","Click","WorkspaceOpenRoot_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"272","Button","","📂  OPEN","Click","WorkspaceOpenData_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"273","Button","","…  BROWSE","Click","WorkspaceBrowseServer_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"274","Button","","📂  OPEN","Click","WorkspaceOpenServer_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"275","Button","","…  BROWSE","Click","WorkspaceBrowseSteamCmd_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"276","Button","","📂  OPEN","Click","WorkspaceOpenSteamCmd_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"277","Button","","…  BROWSE","Click","WorkspaceBrowseBackups_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"278","Button","","📂  OPEN","Click","WorkspaceOpenBackups_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"279","Button","","📂  OPEN","Click","WorkspaceOpenDownloads_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"280","Button","","📂  OPEN","Click","WorkspaceOpenExports_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"281","Button","","📂  OPEN","Click","WorkspaceOpenLogs_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"282","Button","","✓  SAVE PATHS","Click","WorkspaceSave_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"283","Button","DiagnosticsRunButton","✓  RUN FULL DIAGNOSTICS","Click","RunFullDiagnostics_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"284","Button","DiagnosticsExportButton","⇧  EXPORT REPORT","Click","ExportDiagnostics_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"285","Button","DiagnosticsSupportButton","▣  SUPPORT PACKAGE","Click","CreateSupportPackage_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"286","Button","","ℹ  COPY SUMMARY","Click","CopyDiagnosticsSummary_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
"287","Button","","📂  OPEN DIAGNOSTICS","Click","OpenDiagnosticsCenterFolder_Click","Mapped","Historical intent is represented by an Avalonia command/binding or an adapted local-only UI action over the current headless API.","MainWindow.axaml; MainWindowViewModel.cs; IMystTiqApiClient.cs; LocalManagementApiHost.cs"
